C:\c\IMG\center_2020_07_09_01_41_41_506.jpg, C:\c\IMG\left_2020_07_09_01_41_41_506.jpg, C:\c\IMG\right_2020_07_09_01_41_41_506.jpg, 0, 0, 0, 8.334191E-05
C:\c\IMG\center_2020_07_09_01_41_41_611.jpg, C:\c\IMG\left_2020_07_09_01_41_41_611.jpg, C:\c\IMG\right_2020_07_09_01_41_41_611.jpg, 0, 0, 0, 7.767488E-05
C:\c\IMG\center_2020_07_09_01_41_41_714.jpg, C:\c\IMG\left_2020_07_09_01_41_41_714.jpg, C:\c\IMG\right_2020_07_09_01_41_41_714.jpg, 0, 0, 0, 7.819125E-05
C:\c\IMG\center_2020_07_09_01_41_41_821.jpg, C:\c\IMG\left_2020_07_09_01_41_41_821.jpg, C:\c\IMG\right_2020_07_09_01_41_41_821.jpg, 0, 0, 0, 7.788123E-05
C:\c\IMG\center_2020_07_09_01_41_41_927.jpg, C:\c\IMG\left_2020_07_09_01_41_41_927.jpg, C:\c\IMG\right_2020_07_09_01_41_41_927.jpg, 0, 0, 0, 7.971542E-05
C:\c\IMG\center_2020_07_09_01_41_42_030.jpg, C:\c\IMG\left_2020_07_09_01_41_42_030.jpg, C:\c\IMG\right_2020_07_09_01_41_42_030.jpg, 0, 0, 0, 7.791601E-05
C:\c\IMG\center_2020_07_09_01_41_42_130.jpg, C:\c\IMG\left_2020_07_09_01_41_42_130.jpg, C:\c\IMG\right_2020_07_09_01_41_42_130.jpg, 0, 0, 0, 7.841755E-05
C:\c\IMG\center_2020_07_09_01_41_42_237.jpg, C:\c\IMG\left_2020_07_09_01_41_42_237.jpg, C:\c\IMG\right_2020_07_09_01_41_42_237.jpg, 0, 0, 0, 7.886239E-05
C:\c\IMG\center_2020_07_09_01_41_42_347.jpg, C:\c\IMG\left_2020_07_09_01_41_42_347.jpg, C:\c\IMG\right_2020_07_09_01_41_42_347.jpg, 0, 0, 0, 8.054564E-05
C:\c\IMG\center_2020_07_09_01_41_42_452.jpg, C:\c\IMG\left_2020_07_09_01_41_42_452.jpg, C:\c\IMG\right_2020_07_09_01_41_42_452.jpg, 0, 0, 0, 7.811901E-05
C:\c\IMG\center_2020_07_09_01_41_42_560.jpg, C:\c\IMG\left_2020_07_09_01_41_42_560.jpg, C:\c\IMG\right_2020_07_09_01_41_42_560.jpg, 0, 0, 0, 7.799682E-05
C:\c\IMG\center_2020_07_09_01_41_42_662.jpg, C:\c\IMG\left_2020_07_09_01_41_42_662.jpg, C:\c\IMG\right_2020_07_09_01_41_42_662.jpg, 0, 0, 0, 7.844028E-05
C:\c\IMG\center_2020_07_09_01_41_42_768.jpg, C:\c\IMG\left_2020_07_09_01_41_42_768.jpg, C:\c\IMG\right_2020_07_09_01_41_42_768.jpg, 0, 0, 0, 7.830877E-05
C:\c\IMG\center_2020_07_09_01_41_42_870.jpg, C:\c\IMG\left_2020_07_09_01_41_42_870.jpg, C:\c\IMG\right_2020_07_09_01_41_42_870.jpg, 0, 0, 0, 7.771267E-05
C:\c\IMG\center_2020_07_09_01_41_42_973.jpg, C:\c\IMG\left_2020_07_09_01_41_42_973.jpg, C:\c\IMG\right_2020_07_09_01_41_42_973.jpg, 0, 0, 0, 7.896485E-05
C:\c\IMG\center_2020_07_09_01_41_43_077.jpg, C:\c\IMG\left_2020_07_09_01_41_43_077.jpg, C:\c\IMG\right_2020_07_09_01_41_43_077.jpg, 0, 0, 0, 8.380094E-05
C:\c\IMG\center_2020_07_09_01_41_43_183.jpg, C:\c\IMG\left_2020_07_09_01_41_43_183.jpg, C:\c\IMG\right_2020_07_09_01_41_43_183.jpg, 0, 0, 0, 7.818653E-05
C:\c\IMG\center_2020_07_09_01_41_43_283.jpg, C:\c\IMG\left_2020_07_09_01_41_43_283.jpg, C:\c\IMG\right_2020_07_09_01_41_43_283.jpg, 0, 0, 0, 7.781803E-05
C:\c\IMG\center_2020_07_09_01_41_43_387.jpg, C:\c\IMG\left_2020_07_09_01_41_43_387.jpg, C:\c\IMG\right_2020_07_09_01_41_43_387.jpg, 0, 0, 0, 7.921091E-05
C:\c\IMG\center_2020_07_09_01_41_43_488.jpg, C:\c\IMG\left_2020_07_09_01_41_43_488.jpg, C:\c\IMG\right_2020_07_09_01_41_43_488.jpg, 0, 0, 0, 7.853576E-05
C:\c\IMG\center_2020_07_09_01_41_43_592.jpg, C:\c\IMG\left_2020_07_09_01_41_43_592.jpg, C:\c\IMG\right_2020_07_09_01_41_43_592.jpg, 0, 0, 0, 7.853649E-05
C:\c\IMG\center_2020_07_09_01_41_43_727.jpg, C:\c\IMG\left_2020_07_09_01_41_43_727.jpg, C:\c\IMG\right_2020_07_09_01_41_43_727.jpg, 0, 0, 0, 7.833061E-05
C:\c\IMG\center_2020_07_09_01_41_43_849.jpg, C:\c\IMG\left_2020_07_09_01_41_43_849.jpg, C:\c\IMG\right_2020_07_09_01_41_43_849.jpg, 0, 0.3663658, 0, 0.5178353
C:\c\IMG\center_2020_07_09_01_41_43_958.jpg, C:\c\IMG\left_2020_07_09_01_41_43_958.jpg, C:\c\IMG\right_2020_07_09_01_41_43_958.jpg, 0, 0.6864374, 0, 1.32036
C:\c\IMG\center_2020_07_09_01_41_44_060.jpg, C:\c\IMG\left_2020_07_09_01_41_44_060.jpg, C:\c\IMG\right_2020_07_09_01_41_44_060.jpg, 0, 0.9991098, 0, 2.495392
C:\c\IMG\center_2020_07_09_01_41_44_177.jpg, C:\c\IMG\left_2020_07_09_01_41_44_177.jpg, C:\c\IMG\right_2020_07_09_01_41_44_177.jpg, 0, 1, 0, 3.676159
C:\c\IMG\center_2020_07_09_01_41_44_289.jpg, C:\c\IMG\left_2020_07_09_01_41_44_289.jpg, C:\c\IMG\right_2020_07_09_01_41_44_289.jpg, 0, 1, 0, 5.078557
C:\c\IMG\center_2020_07_09_01_41_44_394.jpg, C:\c\IMG\left_2020_07_09_01_41_44_394.jpg, C:\c\IMG\right_2020_07_09_01_41_44_394.jpg, 0, 1, 0, 6.233852
C:\c\IMG\center_2020_07_09_01_41_44_502.jpg, C:\c\IMG\left_2020_07_09_01_41_44_502.jpg, C:\c\IMG\right_2020_07_09_01_41_44_502.jpg, 0, 1, 0, 7.605439
C:\c\IMG\center_2020_07_09_01_41_44_609.jpg, C:\c\IMG\left_2020_07_09_01_41_44_609.jpg, C:\c\IMG\right_2020_07_09_01_41_44_609.jpg, 0, 1, 0, 8.736223
C:\c\IMG\center_2020_07_09_01_41_44_710.jpg, C:\c\IMG\left_2020_07_09_01_41_44_710.jpg, C:\c\IMG\right_2020_07_09_01_41_44_710.jpg, -0.3057612, 0.6942388, 0, 9.611786
C:\c\IMG\center_2020_07_09_01_41_44_817.jpg, C:\c\IMG\left_2020_07_09_01_41_44_817.jpg, C:\c\IMG\right_2020_07_09_01_41_44_817.jpg, -0.5812948, 0.4187053, 0, 10.07149
C:\c\IMG\center_2020_07_09_01_41_44_930.jpg, C:\c\IMG\left_2020_07_09_01_41_44_930.jpg, C:\c\IMG\right_2020_07_09_01_41_44_930.jpg, -0.2894495, 0.3623296, 0, 10.3398
C:\c\IMG\center_2020_07_09_01_41_45_044.jpg, C:\c\IMG\left_2020_07_09_01_41_45_044.jpg, C:\c\IMG\right_2020_07_09_01_41_45_044.jpg, 0, 0.618644, 0, 11.00574
C:\c\IMG\center_2020_07_09_01_41_45_146.jpg, C:\c\IMG\left_2020_07_09_01_41_45_146.jpg, C:\c\IMG\right_2020_07_09_01_41_45_146.jpg, 0, 0.3154549, 0, 11.64208
C:\c\IMG\center_2020_07_09_01_41_45_252.jpg, C:\c\IMG\left_2020_07_09_01_41_45_252.jpg, C:\c\IMG\right_2020_07_09_01_41_45_252.jpg, 0, 0.03092951, 0, 11.74231
C:\c\IMG\center_2020_07_09_01_41_45_361.jpg, C:\c\IMG\left_2020_07_09_01_41_45_361.jpg, C:\c\IMG\right_2020_07_09_01_41_45_361.jpg, -0.3224116, 0, 0, 11.30848
C:\c\IMG\center_2020_07_09_01_41_45_465.jpg, C:\c\IMG\left_2020_07_09_01_41_45_465.jpg, C:\c\IMG\right_2020_07_09_01_41_45_465.jpg, -0.2869093, 0, 0, 11.1502
C:\c\IMG\center_2020_07_09_01_41_45_586.jpg, C:\c\IMG\left_2020_07_09_01_41_45_586.jpg, C:\c\IMG\right_2020_07_09_01_41_45_586.jpg, 0, 0, 0, 11.01047
C:\c\IMG\center_2020_07_09_01_41_45_697.jpg, C:\c\IMG\left_2020_07_09_01_41_45_697.jpg, C:\c\IMG\right_2020_07_09_01_41_45_697.jpg, 0, 0, 0, 10.89749
C:\c\IMG\center_2020_07_09_01_41_45_808.jpg, C:\c\IMG\left_2020_07_09_01_41_45_808.jpg, C:\c\IMG\right_2020_07_09_01_41_45_808.jpg, 0, 0.1222124, 0, 10.79472
C:\c\IMG\center_2020_07_09_01_41_45_911.jpg, C:\c\IMG\left_2020_07_09_01_41_45_911.jpg, C:\c\IMG\right_2020_07_09_01_41_45_911.jpg, 0, 0.4290666, 0, 11.0454
C:\c\IMG\center_2020_07_09_01_41_46_020.jpg, C:\c\IMG\left_2020_07_09_01_41_46_020.jpg, C:\c\IMG\right_2020_07_09_01_41_46_020.jpg, 0, 0.7574954, 0, 11.42169
C:\c\IMG\center_2020_07_09_01_41_46_131.jpg, C:\c\IMG\left_2020_07_09_01_41_46_131.jpg, C:\c\IMG\right_2020_07_09_01_41_46_131.jpg, -0.1110355, 1, 0, 12.77797
C:\c\IMG\center_2020_07_09_01_41_46_245.jpg, C:\c\IMG\left_2020_07_09_01_41_46_245.jpg, C:\c\IMG\right_2020_07_09_01_41_46_245.jpg, -0.4524933, 1, 0, 14.04742
C:\c\IMG\center_2020_07_09_01_41_46_365.jpg, C:\c\IMG\left_2020_07_09_01_41_46_365.jpg, C:\c\IMG\right_2020_07_09_01_41_46_365.jpg, -0.5006374, 1, 0, 15.08581
C:\c\IMG\center_2020_07_09_01_41_46_474.jpg, C:\c\IMG\left_2020_07_09_01_41_46_474.jpg, C:\c\IMG\right_2020_07_09_01_41_46_474.jpg, -0.1713276, 1, 0, 16.29693
C:\c\IMG\center_2020_07_09_01_41_46_577.jpg, C:\c\IMG\left_2020_07_09_01_41_46_577.jpg, C:\c\IMG\right_2020_07_09_01_41_46_577.jpg, 0, 1, 0, 17.19409
